"state_code","category","description","unit","amount"
"DE","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",-76.04
"DE","Renewable-Consumption","Change 2000-2010","Billion Btu",5468
"DE","Renewable-Consumption","Change 2010-2020","Billion Btu",-35
"DE","Renewable-Consumption","Change 1970-1980","Billion Btu",-4549
"DE","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",-0.30
"DE","Renewable-Consumption","Change 1990-2000","Billion Btu",638
"DE","Renewable-Production","Percent Change 2010-2020","Billion Btu",-4.93
"DE","Renewable-Production","Percent Change 1970-1980","Billion Btu",-76.04
"DE","Renewable-Production","Percent Change 2000-2010","Billion Btu",31.12
"DE","Renewable-Production","Change 2000-2010","Billion Btu",3104
"DE","Renewable-Production","Change 1970-1980","Billion Btu",-9098
"DE","Renewable-Production","Percent Change 1980-1990","Billion Btu",-28.35
"DE","Renewable-Production","Change 1990-2000","Billion Btu",1275
"DE","Renewable-Production","Change 1980-1990","Billion Btu",-1638
"DE","Renewable-Production","Percent Change 1990-2000","Billion Btu",20.45
"DE","Renewable-Production","Change 2010-2020","Billion Btu",-542
"FL","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",5.66
"FL","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-4.82
"FL","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",9.25
"FL","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-243913
"FL","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",291934
"FL","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",15.51
"FL","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",672761
"FL","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",699941
"FL","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",22.63
"FL","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",337043
"FL","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-1839
"FL","Fossil Fuel-Production","Change 1970-1980","Billion Btu",231345
"FL","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-13.50
"FL","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-16524
"FL","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-137.22
"FL","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",89.87
"FL","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-14.05
"FL","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-69.66
"FL","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-6084
"FL","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-215824
"FL","Nuclear-Consumption","Change 2000-2010","Billion Btu",-86588
"FL","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",23.52
"FL","Nuclear-Consumption","Change 1990-2000","Billion Btu",106295
"FL","Nuclear-Consumption","Change 1980-1990","Billion Btu",47908
"FL","Nuclear-Consumption","Change 2010-2020","Billion Btu",57019
"FL","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",13.19
"FL","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",100.00
"FL","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",14.89
"FL","Nuclear-Consumption","Change 1970-1980","Billion Btu",182563
"FL","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",-20.69
"FL","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",5.73
"FL","Renewable-Consumption","Change 1980-1990","Billion Btu",109572
"FL","Renewable-Consumption","Change 2010-2020","Billion Btu",26436
"FL","Renewable-Consumption","Change 1970-1980","Billion Btu",39014
"FL","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",44.79
"FL","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-1.53
"FL","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",33.76
"FL","Renewable-Consumption","Change 1990-2000","Billion Btu",-4515
"FL","Renewable-Consumption","Change 2000-2010","Billion Btu",94658
"FL","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",24.44
"FL","Renewable-Production","Percent Change 2010-2020","Billion Btu",7.45
"FL","Renewable-Production","Change 1970-1980","Billion Btu",78027
"FL","Renewable-Production","Change 1980-1990","Billion Btu",217875
"FL","Renewable-Production","Percent Change 1980-1990","Billion Btu",44.64
"FL","Renewable-Production","Percent Change 1970-1980","Billion Btu",33.76
"FL","Renewable-Production","Percent Change 2000-2010","Billion Btu",10.78
"FL","Renewable-Production","Change 1990-2000","Billion Btu",-8067
"FL","Renewable-Production","Change 2010-2020","Billion Btu",55641
"FL","Renewable-Production","Change 2000-2010","Billion Btu",70633
"FL","Renewable-Production","Percent Change 1990-2000","Billion Btu",-1.37
"GA","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",12.75
"GA","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",405408
"GA","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-549069
"GA","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",309812
"GA","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",449417
"GA","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",11.83
"GA","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",108166
"GA","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-18.34
"GA","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",21.57
"GA","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",3.10
"GA","Fossil Fuel-Production","Change 1980-1990","Billion Btu",0
"GA","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",0
"GA","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",0
"GA","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",0
"GA","Fossil Fuel-Production","Change 2010-2020","Billion Btu",0
"GA","Fossil Fuel-Production","Change 1990-2000","Billion Btu",0
"GA","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"GA","Fossil Fuel-Production","Change 1970-1980","Billion Btu",0
"GA","Fossil Fuel-Production","Change 2000-2010","Billion Btu",0
"GA","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",0
"GA","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",100.00
"GA","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",16.23
"GA","Nuclear-Consumption","Change 1970-1980","Billion Btu",92015
"GA","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",55.25
"GA","Nuclear-Consumption","Change 2000-2010","Billion Btu",11608
"GA","Nuclear-Consumption","Change 1980-1990","Billion Btu",170386
"GA","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",2.23
"GA","Nuclear-Consumption","Change 1990-2000","Billion Btu",76259
"GA","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",-1.45
"GA","Nuclear-Consumption","Change 2010-2020","Billion Btu",-7502
"GA","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",17.94
"GA","Renewable-Consumption","Change 2010-2020","Billion Btu",81093
"GA","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",7.01
"GA","Renewable-Consumption","Change 1970-1980","Billion Btu",45816
"GA","Renewable-Consumption","Change 1990-2000","Billion Btu",-14039
"GA","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",29.91
"GA","Renewable-Consumption","Change 2000-2010","Billion Btu",25117
"GA","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-4.13
"GA","Renewable-Consumption","Change 1980-1990","Billion Btu",92187
"GA","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",23.72
"GA","Renewable-Production","Percent Change 2000-2010","Billion Btu",-2.65
"GA","Renewable-Production","Percent Change 1970-1980","Billion Btu",23.72
"GA","Renewable-Production","Change 2010-2020","Billion Btu",191268
"GA","Renewable-Production","Percent Change 1980-1990","Billion Btu",29.74
"GA","Renewable-Production","Change 1990-2000","Billion Btu",-26626
"GA","Renewable-Production","Change 2000-2010","Billion Btu",-17216
"GA","Renewable-Production","Percent Change 1990-2000","Billion Btu",-3.92
"GA","Renewable-Production","Change 1980-1990","Billion Btu",182922
"GA","Renewable-Production","Change 1970-1980","Billion Btu",91632
"GA","Renewable-Production","Percent Change 2010-2020","Billion Btu",22.99
"HI","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",15.60
"HI","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",54151
"HI","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",10.51
"HI","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",-10.15
"HI","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",43944
"HI","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-22.98
"HI","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",26394
"HI","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-78283
"HI","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",6.50
"HI","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",-40563
"HI","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",0
"HI","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",0
"HI","Fossil Fuel-Production","Change 1990-2000","Billion Btu",0
"HI","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",0
"HI","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",0
"HI","Fossil Fuel-Production","Change 2010-2020","Billion Btu",0
"HI","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"HI","Fossil Fuel-Production","Change 1970-1980","Billion Btu",0
"HI","Fossil Fuel-Production","Change 1980-1990","Billion Btu",0
"HI","Fossil Fuel-Production","Change 2000-2010","Billion Btu",0
"HI","Nuclear-Consumption","Change 1980-1990","Billion Btu",0
"HI","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"HI","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",0
"HI","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"HI","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"HI","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0
"HI","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",0
"HI","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"HI","Nuclear-Consumption","Change 1990-2000","Billion Btu",0
"HI","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"HI","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",82.79
"HI","Renewable-Consumption","Change 1990-2000","Billion Btu",-7550
"HI","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",-7.54
"HI","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",44.06
"HI","Renewable-Consumption","Change 2010-2020","Billion Btu",13243
"HI","Renewable-Consumption","Change 1970-1980","Billion Btu",11249
"HI","Renewable-Consumption","Change 1980-1990","Billion Btu",15129
"HI","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-21.98
"HI","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",32.61
"HI","Renewable-Consumption","Change 2000-2010","Billion Btu",-2145
"HI","Renewable-Production","Percent Change 2000-2010","Billion Btu",-20.02
"HI","Renewable-Production","Percent Change 1990-2000","Billion Btu",-21.98
"HI","Renewable-Production","Percent Change 1980-1990","Billion Btu",44.06
"HI","Renewable-Production","Percent Change 1970-1980","Billion Btu",82.78
"HI","Renewable-Production","Change 2010-2020","Billion Btu",24870
"HI","Renewable-Production","Change 2000-2010","Billion Btu",-10203
"HI","Renewable-Production","Change 1970-1980","Billion Btu",22497
"HI","Renewable-Production","Change 1990-2000","Billion Btu",-15100
"HI","Renewable-Production","Percent Change 2010-2020","Billion Btu",35.16
"HI","Renewable-Production","Change 1980-1990","Billion Btu",30258
"IA","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",25551
"IA","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",-3.48
"IA","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",2.01
"IA","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",8.52
"IA","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",-43084
"IA","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",145796
"IA","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",232492
"IA","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",16.03
"IA","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-13.39
"IA","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-210842
"IA","Fossil Fuel-Production","Change 2010-2020","Billion Btu",0
"IA","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-19.96
"IA","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-200.00
"IA","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-2567
"IA","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"IA","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",-49.33
"IA","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",0
"IA","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-7717
"IA","Fossil Fuel-Production","Change 2000-2010","Billion Btu",0
"IA","Fossil Fuel-Production","Change 1970-1980","Billion Btu",-10101
"IA","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",8.54
"IA","Nuclear-Consumption","Change 1990-2000","Billion Btu",14571
"IA","Nuclear-Consumption","Change 1980-1990","Billion Btu",3913
"IA","Nuclear-Consumption","Change 1970-1980","Billion Btu",27955
"IA","Nuclear-Consumption","Change 2010-2020","Billion Btu",-16185
"IA","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",-30.20
"IA","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",100.00
"IA","Nuclear-Consumption","Change 2000-2010","Billion Btu",79
"IA","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",23.36
"IA","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0.11
"IA","Renewable-Consumption","Change 1980-1990","Billion Btu",15469
"IA","Renewable-Consumption","Change 2010-2020","Billion Btu",221506
"IA","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",67.74
"IA","Renewable-Consumption","Change 1970-1980","Billion Btu",42476
"IA","Renewable-Consumption","Change 2000-2010","Billion Btu",254325
"IA","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",30.59
"IA","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",14.97
"IA","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",5.69
"IA","Renewable-Consumption","Change 1990-2000","Billion Btu",6704
"IA","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",63.78
"IA","Renewable-Production","Change 1970-1980","Billion Btu",84952
"IA","Renewable-Production","Change 2010-2020","Billion Btu",484323
"IA","Renewable-Production","Percent Change 1990-2000","Billion Btu",4.39
"IA","Renewable-Production","Change 1990-2000","Billion Btu",10016
"IA","Renewable-Production","Change 1980-1990","Billion Btu",28384
"IA","Renewable-Production","Percent Change 1980-1990","Billion Btu",13.91
"IA","Renewable-Production","Change 2000-2010","Billion Btu",591329
"IA","Renewable-Production","Percent Change 1970-1980","Billion Btu",63.78
"IA","Renewable-Production","Percent Change 2010-2020","Billion Btu",30.18
"IA","Renewable-Production","Percent Change 2000-2010","Billion Btu",71.71
"ID","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",12.43
"ID","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",22.84
"ID","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-0.16
"ID","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",1.16
"ID","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-594
"ID","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",78600
"ID","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",54312
"ID","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",3053
"ID","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",11431
"ID","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",4.48
"ID","Fossil Fuel-Production","Change 1990-2000","Billion Btu",0
"ID","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",100.00
"ID","Fossil Fuel-Production","Change 2000-2010","Billion Btu",0
"ID","Fossil Fuel-Production","Change 1970-1980","Billion Btu",0
"ID","Fossil Fuel-Production","Change 2010-2020","Billion Btu",6
"ID","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",0
"ID","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",0
"ID","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",0
"ID","Fossil Fuel-Production","Change 1980-1990","Billion Btu",0
"ID","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",0
"ID","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0
"ID","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",0
"ID","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"ID","Nuclear-Consumption","Change 1980-1990","Billion Btu",0
"ID","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"ID","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"ID","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"ID","Nuclear-Consumption","Change 1990-2000","Billion Btu",0
